ID,Genus,Division,Percent,Adjusted,Adjusted,log.per,sqrt.per,N15,Adjusted,sqrt.n15,log.n15,Exact_Depth,Depth,Zone,Site,Location,Region
AV686,Avrainvillea sp.,Chlorophyta,4.3,0.043,0.044,-1.356547324,0.20976177,1.7,4.2,2.049390153,0.62324929,40,31-40,Mesophotic,Oahu,l,MHI
AV6127,Avrainvillea sp.,Chlorophyta,4.3,0.043,0.044,-1.356547324,0.20976177,2.2,4.7,2.167948339,0.672097858,48,41-50,Mesophotic,Oahu,l,MHI
D1 AA,Avrainvillea sp.,Chlorophyta,4.3,0.043,0.044,-1.356547324,0.20976177,2.8,5.3,2.302172887,0.72427587,60,51-60,Mesophotic,Oahu,l,MHI
AV61211,Avrainvillea sp.,Chlorophyta,4.4,0.044,0.045,-1.346787486,0.212132034,1.3,3.8,1.949358869,0.579783597,48,41-50,Mesophotic,Oahu,l,MHI
AV-15A,Avrainvillea sp.,Chlorophyta,4.5,0.045,0.046,-1.337242168,0.214476106,-0.1,2.4,1.549193338,0.380211242,61,61-70,Mesophotic,Oahu,l,MHI
K-AV2,Avrainvillea sp.,Chlorophyta,4.5,0.045,0.046,-1.337242168,0.214476106,0.3,2.8,1.673320053,0.447158031,38,31-40,Mesophotic,Oahu,l,MHI
AV-18A,Avrainvillea sp.,Chlorophyta,4.5,0.045,0.046,-1.337242168,0.214476106,0.8,3.3,1.816590212,0.51851394,67,61-70,Mesophotic,Oahu,l,MHI
AV666,Avrainvillea sp.,Chlorophyta,4.5,0.045,0.046,-1.337242168,0.214476106,1,3.5,1.870828693,0.544068044,40,31-40,Mesophotic,Oahu,l,MHI
AV667,Avrainvillea sp.,Chlorophyta,4.5,0.045,0.046,-1.337242168,0.214476106,1.7,4.2,2.049390153,0.62324929,40,31-40,Mesophotic,Oahu,l,MHI
AV697,Avrainvillea sp.,Chlorophyta,4.5,0.045,0.046,-1.337242168,0.214476106,1.8,4.3,2.073644135,0.633468456,40,31-40,Mesophotic,Oahu,l,MHI
P4-188 AV4,Avrainvillea sp.,Chlorophyta,4.6,0.046,0.047,-1.327902142,0.216794834,1,3.5,1.870828693,0.544068044,51,51-60,Mesophotic,Oahu,l,MHI
AV6128,Avrainvillea sp.,Chlorophyta,4.6,0.046,0.047,-1.327902142,0.216794834,1.7,4.2,2.049390153,0.62324929,48,41-50,Mesophotic,Oahu,l,MHI
K-AV3,Avrainvillea sp.,Chlorophyta,4.6,0.046,0.047,-1.327902142,0.216794834,2.2,4.7,2.167948339,0.672097858,38,31-40,Mesophotic,Oahu,l,MHI
P4-188 AV5,Avrainvillea sp.,Chlorophyta,4.7,0.047,0.048,-1.318758763,0.219089023,0.6,3.1,1.760681686,0.491361694,51,51-60,Mesophotic,Oahu,l,MHI
AV687,Avrainvillea sp.,Chlorophyta,4.7,0.047,0.048,-1.318758763,0.219089023,1.3,3.8,1.949358869,0.579783597,40,31-40,Mesophotic,Oahu,l,MHI
AV682,Avrainvillea sp.,Chlorophyta,4.7,0.047,0.048,-1.318758763,0.219089023,1.4,3.9,1.974841766,0.591064607,40,31-40,Mesophotic,Oahu,l,MHI
AV696,Avrainvillea sp.,Chlorophyta,4.7,0.047,0.048,-1.318758763,0.219089023,1.5,4,2,0.602059991,40,31-40,Mesophotic,Oahu,l,MHI
AV691,Avrainvillea sp.,Chlorophyta,4.7,0.047,0.048,-1.318758763,0.219089023,1.6,4.1,2.024845673,0.612783857,40,31-40,Mesophotic,Oahu,l,MHI
AV692,Avrainvillea sp.,Chlorophyta,4.7,0.047,0.048,-1.318758763,0.219089023,1.9,4.4,2.097617696,0.643452676,40,31-40,Mesophotic,Oahu,l,MHI
P4-188 AV1,Avrainvillea sp.,Chlorophyta,4.8,0.048,0.049,-1.30980392,0.221359436,0.9,3.4,1.843908891,0.531478917,51,51-60,Mesophotic,Oahu,l,MHI
K-AV4,Avrainvillea sp.,Chlorophyta,4.8,0.048,0.049,-1.30980392,0.221359436,1.4,3.9,1.974841766,0.591064607,38,31-40,Mesophotic,Oahu,l,MHI
AV684,Avrainvillea sp.,Chlorophyta,4.9,0.049,0.05,-1.301029996,0.223606798,1.2,3.7,1.923538406,0.568201724,40,31-40,Mesophotic,Oahu,l,MHI
K-AV6,Avrainvillea sp.,Chlorophyta,4.9,0.049,0.05,-1.301029996,0.223606798,1.9,4.4,2.097617696,0.643452676,38,31-40,Mesophotic,Oahu,l,MHI
AV681,Avrainvillea sp.,Chlorophyta,5,0.05,0.051,-1.292429824,0.225831796,1.2,3.7,1.923538406,0.568201724,40,31-40,Mesophotic,Oahu,l,MHI
AV668,Avrainvillea sp.,Chlorophyta,5.1,0.051,0.052,-1.283996656,0.228035085,1.2,3.7,1.923538406,0.568201724,40,31-40,Mesophotic,Oahu,l,MHI
AV 90A,Avrainvillea sp.,Chlorophyta,5.1,0.051,0.052,-1.283996656,0.228035085,1.2,3.7,1.923538406,0.568201724,38,31-40,Mesophotic,Oahu,l,MHI
AV 90B,Avrainvillea sp.,Chlorophyta,5.2,0.052,0.053,-1.27572413,0.230217289,0.8,3.3,1.816590212,0.51851394,38,31-40,Mesophotic,Oahu,l,MHI
AV6122,Avrainvillea sp.,Chlorophyta,5.2,0.052,0.053,-1.27572413,0.230217289,1.4,3.9,1.974841766,0.591064607,48,41-50,Mesophotic,Oahu,l,MHI
AV6121,Avrainvillea sp.,Chlorophyta,5.2,0.052,0.053,-1.27572413,0.230217289,1.5,4,2,0.602059991,48,41-50,Mesophotic,Oahu,l,MHI
AV6125,Avrainvillea sp.,Chlorophyta,5.3,0.053,0.054,-1.26760624,0.232379001,0.7,3.2,1.788854382,0.505149978,48,41-50,Mesophotic,Oahu,l,MHI
AV 90C,Avrainvillea sp.,Chlorophyta,5.3,0.053,0.054,-1.26760624,0.232379001,1,3.5,1.870828693,0.544068044,38,31-40,Mesophotic,Oahu,l,MHI
AV661,Avrainvillea sp.,Chlorophyta,5.3,0.053,0.054,-1.26760624,0.232379001,1.1,3.6,1.897366596,0.556302501,40,31-40,Mesophotic,Oahu,l,MHI
AV61213,Avrainvillea sp.,Chlorophyta,5.3,0.053,0.054,-1.26760624,0.232379001,1.2,3.7,1.923538406,0.568201724,48,41-50,Mesophotic,Oahu,l,MHI
AV6124,Avrainvillea sp.,Chlorophyta,5.3,0.053,0.054,-1.26760624,0.232379001,1.5,4,2,0.602059991,48,41-50,Mesophotic,Oahu,l,MHI
AV685,Avrainvillea sp.,Chlorophyta,5.3,0.053,0.054,-1.26760624,0.232379001,1.6,4.1,2.024845673,0.612783857,40,31-40,Mesophotic,Oahu,l,MHI
AV6129,Avrainvillea sp.,Chlorophyta,5.4,0.054,0.055,-1.259637311,0.234520788,0.9,3.4,1.843908891,0.531478917,48,41-50,Mesophotic,Oahu,l,MHI
AV6123,Avrainvillea sp.,Chlorophyta,5.4,0.054,0.055,-1.259637311,0.234520788,1,3.5,1.870828693,0.544068044,48,41-50,Mesophotic,Oahu,l,MHI
AV699,Avrainvillea sp.,Chlorophyta,5.4,0.054,0.055,-1.259637311,0.234520788,1.1,3.6,1.897366596,0.556302501,40,31-40,Mesophotic,Oahu,l,MHI
AV694,Avrainvillea sp.,Chlorophyta,5.4,0.054,0.055,-1.259637311,0.234520788,1.4,3.9,1.974841766,0.591064607,40,31-40,Mesophotic,Oahu,l,MHI
AV6126,Avrainvillea sp.,Chlorophyta,5.5,0.055,0.056,-1.251811973,0.236643191,1.1,3.6,1.897366596,0.556302501,48,41-50,Mesophotic,Oahu,l,MHI
AV683,Avrainvillea sp.,Chlorophyta,5.5,0.055,0.056,-1.251811973,0.236643191,1.2,3.7,1.923538406,0.568201724,40,31-40,Mesophotic,Oahu,l,MHI
AV61210,Avrainvillea sp.,Chlorophyta,5.7,0.057,0.058,-1.236572006,0.240831892,1.2,3.7,1.923538406,0.568201724,48,41-50,Mesophotic,Oahu,l,MHI
P4-189 UV1-5,Ulva/Umbraulva,Chlorophyta,1,0.01,0.011,-1.958607315,0.104880885,5.5,8,2.828427125,0.903089987,80,71-80,Mesophotic,Molokai,m,MHI
P4-189 UV1-3,Ulva/Umbraulva,Chlorophyta,1,0.01,0.011,-1.958607315,0.104880885,6.4,8.9,2.983286778,0.949390007,80,71-80,Mesophotic,Molokai,m,MHI
P4-189 UV1-6,Ulva/Umbraulva,Chlorophyta,1.2,0.012,0.013,-1.886056648,0.114017543,5.6,8.1,2.846049894,0.908485019,80,71-80,Mesophotic,Molokai,m,MHI
P4-189 UV1-1,Ulva/Umbraulva,Chlorophyta,1.2,0.012,0.013,-1.886056648,0.114017543,6,8.5,2.915475947,0.929418926,80,71-80,Mesophotic,Molokai,m,MHI
P4-189 UV2-8,Ulva/Umbraulva,Chlorophyta,1.3,0.013,0.014,-1.853871964,0.118321596,4.5,7,2.645751311,0.84509804,80,71-80,Mesophotic,Molokai,m,MHI
P4-189 UV2-7,Ulva/Umbraulva,Chlorophyta,1.3,0.013,0.014,-1.853871964,0.118321596,5,7.5,2.738612788,0.875061263,80,71-80,Mesophotic,Molokai,m,MHI
P4-189 UV1-2,Ulva/Umbraulva,Chlorophyta,1.3,0.013,0.014,-1.853871964,0.118321596,8.5,11,3.31662479,1.041392685,80,71-80,Mesophotic,Molokai,m,MHI
P4-189 UV2-9,Ulva/Umbraulva,Chlorophyta,1.4,0.014,0.015,-1.823908741,0.122474487,4.4,6.9,2.626785107,0.838849091,80,71-80,Mesophotic,Molokai,m,MHI
P4-189 UV2-11,Ulva/Umbraulva,Chlorophyta,1.4,0.014,0.015,-1.823908741,0.122474487,7.2,9.7,3.1144823,0.986771734,80,71-80,Mesophotic,Molokai,m,MHI
P4-189 UV2-10,Ulva/Umbraulva,Chlorophyta,1.5,0.015,0.016,-1.795880017,0.126491106,4.9,7.4,2.720294102,0.86923172,80,71-80,Mesophotic,Molokai,m,MHI
P4-189 UV1-4,Ulva/Umbraulva,Chlorophyta,1.5,0.015,0.016,-1.795880017,0.126491106,5.1,7.6,2.75680975,0.880813592,80,71-80,Mesophotic,Molokai,m,MHI
P4-189 UV2-3,Ulva/Umbraulva,Chlorophyta,1.6,0.016,0.017,-1.769551079,0.130384048,3.3,5.8,2.408318916,0.763427994,80,71-80,Mesophotic,Molokai,m,MHI
P4-189 UV2-1,Ulva/Umbraulva,Chlorophyta,1.6,0.016,0.017,-1.769551079,0.130384048,4,6.5,2.549509757,0.812913357,80,71-80,Mesophotic,Molokai,m,MHI
P4-189 UV2-2,Ulva/Umbraulva,Chlorophyta,1.7,0.017,0.018,-1.744727495,0.134164079,3.3,5.8,2.408318916,0.763427994,80,71-80,Mesophotic,Molokai,m,MHI
P4-189 UV2-6,Ulva/Umbraulva,Chlorophyta,1.7,0.017,0.018,-1.744727495,0.134164079,3.7,6.2,2.48997992,0.792391689,80,71-80,Mesophotic,Molokai,m,MHI
P4-189 UV2-5,Ulva/Umbraulva,Chlorophyta,1.7,0.017,0.018,-1.744727495,0.134164079,3.9,6.4,2.529822128,0.806179974,80,71-80,Mesophotic,Molokai,m,MHI
P4-189 UV2-12,Ulva/Umbraulva,Chlorophyta,1.7,0.017,0.018,-1.744727495,0.134164079,4,6.5,2.549509757,0.812913357,80,71-80,Mesophotic,Molokai,m,MHI
P4-189 UV2-4,Ulva/Umbraulva,Chlorophyta,1.9,0.019,0.02,-1.698970004,0.141421356,3,5.5,2.34520788,0.740362689,80,71-80,Mesophotic,Molokai,m,MHI
P4-189 HA-17,Halimeda sp.,Chlorophyta,0.2,0.002,0.003,-2.522878745,0.054772256,1.8,4.3,2.073644135,0.633468456,80,71-80,Mesophotic,Molokai,m,MHI
P4-189 HA-15,Halimeda sp.,Chlorophyta,0.2,0.002,0.003,-2.522878745,0.054772256,1.9,4.4,2.097617696,0.643452676,80,71-80,Mesophotic,Molokai,m,MHI
P4-189 HA-13,Halimeda sp.,Chlorophyta,0.3,0.003,0.004,-2.397940009,0.063245553,1.4,3.9,1.974841766,0.591064607,80,71-80,Mesophotic,Molokai,m,MHI
P4-189 HA-16,Halimeda sp.,Chlorophyta,0.3,0.003,0.004,-2.397940009,0.063245553,1.8,4.3,2.073644135,0.633468456,80,71-80,Mesophotic,Molokai,m,MHI
P4-189 HA-18,Halimeda sp.,Chlorophyta,0.3,0.003,0.004,-2.397940009,0.063245553,1.8,4.3,2.073644135,0.633468456,80,71-80,Mesophotic,Molokai,m,MHI
P4-189 HA-14,Halimeda sp.,Chlorophyta,0.4,0.004,0.005,-2.301029996,0.070710678,2.1,4.6,2.144761059,0.662757832,80,71-80,Mesophotic,Molokai,m,MHI
P4-189 HB-10,Halimeda sp.,Chlorophyta,0.7,0.007,0.008,-2.096910013,0.089442719,4.9,7.4,2.720294102,0.86923172,69,61-70,Mesophotic,Molokai,m,MHI
P4-189 HB-3,Halimeda sp.,Chlorophyta,0.8,0.008,0.009,-2.045757491,0.09486833,2.8,5.3,2.302172887,0.72427587,80,71-80,Mesophotic,Molokai,m,MHI
P4-189 HB-5,Halimeda sp.,Chlorophyta,1,0.01,0.011,-1.958607315,0.104880885,4.7,7.2,2.683281573,0.857332496,80,71-80,Mesophotic,Molokai,m,MHI
P4-189 HB-8,Halimeda sp.,Chlorophyta,1.1,0.011,0.012,-1.920818754,0.109544512,4.1,6.6,2.569046516,0.819543936,69,61-70,Mesophotic,Molokai,m,MHI
P4-189 HB-12,Halimeda sp.,Chlorophyta,1.2,0.012,0.013,-1.886056648,0.114017543,4.2,6.7,2.588435821,0.826074803,69,61-70,Mesophotic,Molokai,m,MHI
P4-189 HB-2,Halimeda sp.,Chlorophyta,1.2,0.012,0.013,-1.886056648,0.114017543,4.8,7.3,2.701851217,0.86332286,80,71-80,Mesophotic,Molokai,m,MHI
P4-189 HB-7,Halimeda sp.,Chlorophyta,1.3,0.013,0.014,-1.853871964,0.118321596,4.3,6.8,2.607680962,0.832508913,69,61-70,Mesophotic,Molokai,m,MHI
P4-189 HB-11,Halimeda sp.,Chlorophyta,1.5,0.015,0.016,-1.795880017,0.126491106,3.7,6.2,2.48997992,0.792391689,69,61-70,Mesophotic,Molokai,m,MHI
P4-189 HB-4,Halimeda sp.,Chlorophyta,1.8,0.018,0.019,-1.721246399,0.137840488,0.9,3.4,1.843908891,0.531478917,80,71-80,Mesophotic,Molokai,m,MHI
P4-189 HB-6,Halimeda sp.,Chlorophyta,1.8,0.018,0.019,-1.721246399,0.137840488,4.3,6.8,2.607680962,0.832508913,80,71-80,Mesophotic,Molokai,m,MHI
P4-189 HB-9,Halimeda sp.,Chlorophyta,2,0.02,0.021,-1.677780705,0.144913767,3.9,6.4,2.529822128,0.806179974,69,61-70,Mesophotic,Molokai,m,MHI
P4-189 HB-1,Halimeda sp.,Chlorophyta,2.3,0.023,0.024,-1.619788758,0.154919334,2.3,4.8,2.19089023,0.681241237,80,71-80,Mesophotic,Molokai,m,MHI
HD 3,Halimeda sp.,Chlorophyta,1.8,0.018,0.019,-1.721246399,0.137840488,3.6,6.1,2.469817807,0.785329835,5,10-Jan,Shallow,Maui,o,MHI
HD 1,Halimeda sp.,Chlorophyta,1.9,0.019,0.02,-1.698970004,0.141421356,3.8,6.3,2.50998008,0.799340549,5,10-Jan,Shallow,Maui,o,MHI
HD 2,Halimeda sp.,Chlorophyta,2.8,0.028,0.029,-1.537602002,0.170293864,3.2,5.7,2.387467277,0.755874856,5,10-Jan,Shallow,Maui,o,MHI
P1E,H. kanaloana,Chlorophyta,0.9,0.009,0.01,-2,0.1,4.9,7.4,2.720294102,0.86923172,1,10-Jan,Shallow,Maui,o,MHI
HK 4,H. kanaloana,Chlorophyta,1.1,0.011,0.012,-1.920818754,0.109544512,2.7,5.2,2.28035085,0.716003344,18,20-Nov,Shallow,Maui,o,MHI
HK 31,H. kanaloana,Chlorophyta,1.2,0.012,0.013,-1.886056648,0.114017543,3.8,6.3,2.50998008,0.799340549,27,21-30,Shallow,Maui,o,MHI
P20-G,H. kanaloana,Chlorophyta,1.3,0.013,0.014,-1.853871964,0.118321596,2,4.5,2.121320344,0.653212514,20,20-Nov,Shallow,Maui,o,MHI
P20-K,H. kanaloana,Chlorophyta,1.4,0.014,0.015,-1.823908741,0.122474487,1.5,4,2,0.602059991,20,20-Nov,Shallow,Maui,o,MHI
HK 25,H. kanaloana,Chlorophyta,1.4,0.014,0.015,-1.823908741,0.122474487,3.1,5.6,2.366431913,0.748188027,27,21-30,Shallow,Maui,o,MHI
HK 36,H. kanaloana,Chlorophyta,1.4,0.014,0.015,-1.823908741,0.122474487,3.6,6.1,2.469817807,0.785329835,27,21-30,Shallow,Maui,o,MHI
HK 50,H. kanaloana,Chlorophyta,1.5,0.015,0.016,-1.795880017,0.126491106,1.2,3.7,1.923538406,0.568201724,14,20-Nov,Shallow,Maui,o,MHI
K230-3,H. kanaloana,Chlorophyta,1.5,0.015,0.016,-1.795880017,0.126491106,2.1,4.6,2.144761059,0.662757832,30,21-30,Shallow,Maui,o,MHI
HK K 30-5,H. kanaloana,Chlorophyta,1.6,0.016,0.017,-1.769551079,0.130384048,2.4,4.9,2.213594362,0.69019608,30,21-30,Shallow,Maui,o,MHI
Ha90-9,H. kanaloana,Chlorophyta,1.6,0.016,0.017,-1.769551079,0.130384048,2.5,5,2.236067977,0.698970004,27,21-30,Shallow,Maui,o,MHI
P20-J,H. kanaloana,Chlorophyta,1.6,0.016,0.017,-1.769551079,0.130384048,2.6,5.1,2.258317958,0.707570176,20,20-Nov,Shallow,Maui,o,MHI
Ha90-7,H. kanaloana,Chlorophyta,1.6,0.016,0.017,-1.769551079,0.130384048,2.7,5.2,2.28035085,0.716003344,27,21-30,Shallow,Maui,o,MHI
HK 6,H. kanaloana,Chlorophyta,1.6,0.016,0.017,-1.769551079,0.130384048,3.5,6,2.449489743,0.77815125,18,20-Nov,Shallow,Maui,o,MHI
HK 20-2,H. kanaloana,Chlorophyta,1.7,0.017,0.018,-1.744727495,0.134164079,2,4.5,2.121320344,0.653212514,20,20-Nov,Shallow,Maui,o,MHI
HK 5,H. kanaloana,Chlorophyta,1.7,0.017,0.018,-1.744727495,0.134164079,2,4.5,2.121320344,0.653212514,18,20-Nov,Shallow,Maui,o,MHI
Ha90-8,H. kanaloana,Chlorophyta,1.7,0.017,0.018,-1.744727495,0.134164079,2.9,5.4,2.323790008,0.73239376,27,21-30,Shallow,Maui,o,MHI
HK K 30-1,H. kanaloana,Chlorophyta,1.7,0.017,0.018,-1.744727495,0.134164079,3.2,5.7,2.387467277,0.755874856,30,21-30,Shallow,Maui,o,MHI
HK K 20-2,H. kanaloana,Chlorophyta,1.8,0.018,0.019,-1.721246399,0.137840488,1.3,3.8,1.949358869,0.579783597,20,20-Nov,Shallow,Maui,o,MHI
P20-C,H. kanaloana,Chlorophyta,1.8,0.018,0.019,-1.721246399,0.137840488,2.2,4.7,2.167948339,0.672097858,20,20-Nov,Shallow,Maui,o,MHI
K20-A,H. kanaloana,Chlorophyta,1.8,0.018,0.019,-1.721246399,0.137840488,2.2,4.7,2.167948339,0.672097858,20,20-Nov,Shallow,Maui,o,MHI
P20-H,H. kanaloana,Chlorophyta,1.8,0.018,0.019,-1.721246399,0.137840488,2.4,4.9,2.213594362,0.69019608,20,20-Nov,Shallow,Maui,o,MHI
K30-G,H. kanaloana,Chlorophyta,1.8,0.018,0.019,-1.721246399,0.137840488,2.4,4.9,2.213594362,0.69019608,30,21-30,Shallow,Maui,o,MHI
HK 22,H. kanaloana,Chlorophyta,1.8,0.018,0.019,-1.721246399,0.137840488,2.6,5.1,2.258317958,0.707570176,27,21-30,Shallow,Maui,o,MHI
HK 29,H. kanaloana,Chlorophyta,1.8,0.018,0.019,-1.721246399,0.137840488,3,5.5,2.34520788,0.740362689,27,21-30,Shallow,Maui,o,MHI
K210-5,H. kanaloana,Chlorophyta,1.8,0.018,0.019,-1.721246399,0.137840488,3.1,5.6,2.366431913,0.748188027,10,10-Jan,Shallow,Maui,o,MHI
HK60-5,H. kanaloana,Chlorophyta,1.8,0.018,0.019,-1.721246399,0.137840488,3.1,5.6,2.366431913,0.748188027,18,20-Nov,Shallow,Maui,o,MHI
HK K 30-2,H. kanaloana,Chlorophyta,1.8,0.018,0.019,-1.721246399,0.137840488,3.3,5.8,2.408318916,0.763427994,30,21-30,Shallow,Maui,o,MHI
K20-H,H. kanaloana,Chlorophyta,1.9,0.019,0.02,-1.698970004,0.141421356,0.6,3.1,1.760681686,0.491361694,20,20-Nov,Shallow,Maui,o,MHI
HK 7,H. kanaloana,Chlorophyta,1.9,0.019,0.02,-1.698970004,0.141421356,2.2,4.7,2.167948339,0.672097858,18,20-Nov,Shallow,Maui,o,MHI
HK 10-1,H. kanaloana,Chlorophyta,1.9,0.019,0.02,-1.698970004,0.141421356,2.5,5,2.236067977,0.698970004,10,10-Jan,Shallow,Maui,o,MHI
HK 28,H. kanaloana,Chlorophyta,1.9,0.019,0.02,-1.698970004,0.141421356,2.7,5.2,2.28035085,0.716003344,27,21-30,Shallow,Maui,o,MHI
Hono-1,H. kanaloana,Chlorophyta,1.9,0.019,0.02,-1.698970004,0.141421356,2.9,5.4,2.323790008,0.73239376,9,10-Jan,Shallow,Maui,o,MHI
Hono-10,H. kanaloana,Chlorophyta,1.9,0.019,0.02,-1.698970004,0.141421356,2.9,5.4,2.323790008,0.73239376,18,20-Nov,Shallow,Maui,o,MHI
HK M-1,H. kanaloana,Chlorophyta,1.9,0.019,0.02,-1.698970004,0.141421356,3,5.5,2.34520788,0.740362689,20,20-Nov,Shallow,Maui,o,MHI
HK M-3,H. kanaloana,Chlorophyta,1.9,0.019,0.02,-1.698970004,0.141421356,3,5.5,2.34520788,0.740362689,20,20-Nov,Shallow,Maui,o,MHI
K20-G,H. kanaloana,Chlorophyta,1.9,0.019,0.02,-1.698970004,0.141421356,3.1,5.6,2.366431913,0.748188027,20,20-Nov,Shallow,Maui,o,MHI
P10-H,H. kanaloana,Chlorophyta,1.9,0.019,0.02,-1.698970004,0.141421356,3.2,5.7,2.387467277,0.755874856,10,10-Jan,Shallow,Maui,o,MHI
Hono-5,H. kanaloana,Chlorophyta,1.9,0.019,0.02,-1.698970004,0.141421356,3.3,5.8,2.408318916,0.763427994,9,10-Jan,Shallow,Maui,o,MHI
Hono-2,H. kanaloana,Chlorophyta,1.9,0.019,0.02,-1.698970004,0.141421356,3.4,5.9,2.42899156,0.770852012,9,10-Jan,Shallow,Maui,o,MHI
ML5,H. kanaloana,Chlorophyta,1.9,0.019,0.02,-1.698970004,0.141421356,3.5,6,2.449489743,0.77815125,11,20-Nov,Shallow,Maui,o,MHI
P10-F,H. kanaloana,Chlorophyta,1.9,0.019,0.02,-1.698970004,0.141421356,3.6,6.1,2.469817807,0.785329835,10,10-Jan,Shallow,Maui,o,MHI
P20-I,H. kanaloana,Chlorophyta,2,0.02,0.021,-1.677780705,0.144913767,1.7,4.2,2.049390153,0.62324929,20,20-Nov,Shallow,Maui,o,MHI
HK 20-5,H. kanaloana,Chlorophyta,2,0.02,0.021,-1.677780705,0.144913767,2,4.5,2.121320344,0.653212514,20,20-Nov,Shallow,Maui,o,MHI
HK M-5,H. kanaloana,Chlorophyta,2,0.02,0.021,-1.677780705,0.144913767,2.1,4.6,2.144761059,0.662757832,20,20-Nov,Shallow,Maui,o,MHI
K230-1,H. kanaloana,Chlorophyta,2,0.02,0.021,-1.677780705,0.144913767,2.2,4.7,2.167948339,0.672097858,30,21-30,Shallow,Maui,o,MHI
HK 24,H. kanaloana,Chlorophyta,2,0.02,0.021,-1.677780705,0.144913767,2.2,4.7,2.167948339,0.672097858,27,21-30,Shallow,Maui,o,MHI
HK60-4,H. kanaloana,Chlorophyta,2,0.02,0.021,-1.677780705,0.144913767,2.3,4.8,2.19089023,0.681241237,18,20-Nov,Shallow,Maui,o,MHI
K20-F,H. kanaloana,Chlorophyta,2,0.02,0.021,-1.677780705,0.144913767,2.3,4.8,2.19089023,0.681241237,20,20-Nov,Shallow,Maui,o,MHI
HK K 20-5,H. kanaloana,Chlorophyta,2,0.02,0.021,-1.677780705,0.144913767,2.5,5,2.236067977,0.698970004,20,20-Nov,Shallow,Maui,o,MHI
HK 21,H. kanaloana,Chlorophyta,2,0.02,0.021,-1.677780705,0.144913767,2.5,5,2.236067977,0.698970004,27,21-30,Shallow,Maui,o,MHI
K210-1,H. kanaloana,Chlorophyta,2,0.02,0.021,-1.677780705,0.144913767,2.6,5.1,2.258317958,0.707570176,10,10-Jan,Shallow,Maui,o,MHI
P20-F,H. kanaloana,Chlorophyta,2,0.02,0.021,-1.677780705,0.144913767,2.6,5.1,2.258317958,0.707570176,20,20-Nov,Shallow,Maui,o,MHI
ML1,H. kanaloana,Chlorophyta,2,0.02,0.021,-1.677780705,0.144913767,2.6,5.1,2.258317958,0.707570176,11,20-Nov,Shallow,Maui,o,MHI
HK 37,H. kanaloana,Chlorophyta,2,0.02,0.021,-1.677780705,0.144913767,2.7,5.2,2.28035085,0.716003344,27,21-30,Shallow,Maui,o,MHI
K20-J,H. kanaloana,Chlorophyta,2,0.02,0.021,-1.677780705,0.144913767,2.8,5.3,2.302172887,0.72427587,20,20-Nov,Shallow,Maui,o,MHI
Hono-4,H. kanaloana,Chlorophyta,2,0.02,0.021,-1.677780705,0.144913767,3.1,5.6,2.366431913,0.748188027,9,10-Jan,Shallow,Maui,o,MHI
HK 41,H. kanaloana,Chlorophyta,2,0.02,0.021,-1.677780705,0.144913767,3.2,5.7,2.387467277,0.755874856,14,20-Nov,Shallow,Maui,o,MHI
HK 49,H. kanaloana,Chlorophyta,2,0.02,0.021,-1.677780705,0.144913767,3.3,5.8,2.408318916,0.763427994,14,20-Nov,Shallow,Maui,o,MHI
HK30-4,H. kanaloana,Chlorophyta,2,0.02,0.021,-1.677780705,0.144913767,3.6,6.1,2.469817807,0.785329835,9,10-Jan,Shallow,Maui,o,MHI
K210-4,H. kanaloana,Chlorophyta,2,0.02,0.021,-1.677780705,0.144913767,3.7,6.2,2.48997992,0.792391689,10,10-Jan,Shallow,Maui,o,MHI
ML2,H. kanaloana,Chlorophyta,2,0.02,0.021,-1.677780705,0.144913767,3.9,6.4,2.529822128,0.806179974,11,20-Nov,Shallow,Maui,o,MHI
K30-F,H. kanaloana,Chlorophyta,2.1,0.021,0.022,-1.657577319,0.14832397,1.3,3.8,1.949358869,0.579783597,30,21-30,Shallow,Maui,o,MHI
K230-2,H. kanaloana,Chlorophyta,2.1,0.021,0.022,-1.657577319,0.14832397,1.9,4.4,2.097617696,0.643452676,30,21-30,Shallow,Maui,o,MHI
HK K 20-4,H. kanaloana,Chlorophyta,2.1,0.021,0.022,-1.657577319,0.14832397,2,4.5,2.121320344,0.653212514,20,20-Nov,Shallow,Maui,o,MHI
K30-J,H. kanaloana,Chlorophyta,2.1,0.021,0.022,-1.657577319,0.14832397,2.3,4.8,2.19089023,0.681241237,30,21-30,Shallow,Maui,o,MHI
K220-5,H. kanaloana,Chlorophyta,2.1,0.021,0.022,-1.657577319,0.14832397,2.4,4.9,2.213594362,0.69019608,20,20-Nov,Shallow,Maui,o,MHI
HK P-5,H. kanaloana,Chlorophyta,2.1,0.021,0.022,-1.657577319,0.14832397,2.5,5,2.236067977,0.698970004,20,20-Nov,Shallow,Maui,o,MHI
Ha90-6,H. kanaloana,Chlorophyta,2.1,0.021,0.022,-1.657577319,0.14832397,2.5,5,2.236067977,0.698970004,27,21-30,Shallow,Maui,o,MHI
K230-5,H. kanaloana,Chlorophyta,2.1,0.021,0.022,-1.657577319,0.14832397,2.5,5,2.236067977,0.698970004,30,21-30,Shallow,Maui,o,MHI
HK K 30-4,H. kanaloana,Chlorophyta,2.1,0.021,0.022,-1.657577319,0.14832397,2.7,5.2,2.28035085,0.716003344,30,21-30,Shallow,Maui,o,MHI
